,Npy1r,Drd1,Sema3c,Drd2,Htr2c,Htr1b,Vdr,Gpx3,Dlk1,Vgf,Ppp1r1b,Nefm,Cartpt,Prkcd,Tac1,Penk,Gal,Sst,Pdyn,Nts,Tac2,Ebf1,Crym,Gad1,Cyp26b1,Crh,Oprk1,Vipr2,Scn4b,y,x
m264M_16340,2.0,1.0,6.0,19.0,12.0,8.0,2.0,2.0,9.0,31.0,25.0,2.0,1.0,0.0,0.0,61.0,0.0,12.0,2.0,1.0,4.0,0.0,0.0,70.0,43.0,1.0,0.0,0.0,0.0,406.4327218799908,679.0815331964408
m264M_16343,2.0,1.0,12.0,13.0,0.0,2.0,4.0,10.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,2.0,7.0,1.0,6.0,3.0,0.0,1.0,2.0,0.0,396.8720023419204,1046.7957142857144
m264M_16352,0.0,0.0,0.0,9.0,1.0,0.0,0.0,4.0,1.0,6.0,2.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,2.0,1.0,9.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,166.61285358678438,1016.3981579542884
m264M_16355,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,186.24945521698987,276.0523853493383
m264M_16359,1.0,0.0,2.0,14.0,9.0,19.0,0.0,8.0,160.0,15.0,5.0,8.0,0.0,0.0,1.0,15.0,1.0,6.0,0.0,2.0,2.0,12.0,2.0,126.0,2.0,1.0,2.0,0.0,0.0,1035.9802887707556,484.2638301502921
m264M_16364,4.0,0.0,1.0,18.0,5.0,4.0,1.0,11.0,3.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,357.5818879056048,716.783185840708
m264M_16366,1.0,8.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,25.0,0.0,4.0,8.0,1.0,2.0,3.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,394.7720397150874,1002.768426505504
m264M_16369,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,19.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,5.0,1.0,1.0,875.1653709695413,891.7681736025884
m264M_16374,4.0,3.0,1.0,7.0,3.0,1.0,8.0,3.0,0.0,52.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,43.0,1.0,16.0,0.0,0.0,0.0,0.0,819.6743356854231,900.289772631325
m264M_16375,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,401.8610359034727,291.0837492642732
m264M_16376,8.0,0.0,1.0,2.0,1.0,5.0,9.0,6.0,28.0,11.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,8.0,3.0,3.0,5.0,42.0,5.0,1.0,0.0,0.0,0.0,759.3161524794058,374.29132288806335
m264M_16377,4.0,0.0,1.0,31.0,15.0,11.0,1.0,5.0,1.0,58.0,56.0,4.0,2.0,0.0,1.0,47.0,0.0,147.0,56.0,22.0,7.0,15.0,32.0,34.0,7.0,0.0,0.0,0.0,0.0,364.157764793635,663.9890701143711
m264M_16378,8.0,9.0,2.0,6.0,5.0,3.0,0.0,6.0,0.0,66.0,3.0,35.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,58.0,4.0,49.0,0.0,3.0,1.0,1.0,976.7652764930626,863.7050372008847
m264M_16380,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,3.0,2.0,0.0,0.0,2.0,13.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,311.5098594793826,367.36388389771935
m264M_16382,3.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,9.0,1.0,3.0,3.0,2.0,2.0,9.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,302.4884156290254,1010.0434693001288
m264M_16385,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,22.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,52.0,1.0,1.0,0.0,0.0,0.0,668.0856994594595,176.9792064864865
m264M_16389,0.0,1.0,7.0,11.0,2.0,1.0,1.0,6.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,604.860846511628,1024.5816418604652
m264M_16390,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.1258282496481,165.11960112623183
m264M_16396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,249.581096055405,592.7820957542908
m264M_16397,2.0,3.0,0.0,8.0,4.0,5.0,1.0,14.0,0.0,36.0,2.0,10.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,12.0,17.0,4.0,19.0,0.0,4.0,1.0,2.0,954.0007640557424,1031.4672729456993
m264M_16399,2.0,0.0,0.0,27.0,21.0,11.0,1.0,16.0,19.0,35.0,13.0,7.0,0.0,0.0,0.0,205.0,2.0,8.0,5.0,1.0,1.0,7.0,16.0,7.0,8.0,0.0,0.0,0.0,0.0,345.34163397706703,940.8834308992156
m264M_16406,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,5.0,8.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1046.1299101954571,704.7922926571581
m264M_16407,4.0,0.0,2.0,18.0,24.0,7.0,0.0,7.0,73.0,34.0,4.0,11.0,1.0,0.0,1.0,26.0,0.0,1.0,2.0,2.0,1.0,7.0,0.0,33.0,25.0,0.0,2.0,0.0,1.0,1012.72491284274,481.3414774333365
m264M_16409,1.0,0.0,23.0,6.0,3.0,1.0,0.0,3.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,55.0,1.0,0.0,1.0,0.0,0.0,1075.136253313697,344.3614197349043
m264M_16417,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1065.547270980141,571.6185137732223
m264M_16418,0.0,0.0,1.0,4.0,5.0,3.0,1.0,0.0,0.0,37.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,9.0,6.0,9.0,0.0,9.0,1.0,1.0,1049.330072886297,836.5731158892128
m264M_16422,0.0,0.0,0.0,2.0,1.0,2.0,0.0,6.0,3.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,829.8411410347273,1060.180028348689
m264M_16423,3.0,0.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,7.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,23.0,0.0,3.0,3.0,0.0,1044.2841184448464,1062.4618128390596
m264M_16427,1.0,0.0,6.0,18.0,7.0,0.0,0.0,6.0,2.0,3.0,3.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,8.0,4.0,1.0,5.0,3.0,1.0,1018.1722636585572,648.0902786429834
m264M_16430,1.0,1.0,1.0,11.0,6.0,4.0,0.0,1.0,1.0,10.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,5.0,6.0,2.0,14.0,1.0,6.0,1.0,1.0,964.0806921733608,846.6222225750121
m264M_16437,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,882.5790655845581,530.07326606712
m264M_16438,0.0,0.0,1.0,4.0,2.0,0.0,2.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,12.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,364.3278089633319,1003.7960072430964
m264M_16440,2.0,1.0,0.0,6.0,1.0,2.0,0.0,2.0,0.0,16.0,2.0,5.0,2.0,0.0,0.0,1.0,2.0,7.0,3.0,0.0,1.0,1.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,875.0890393179794,845.3445578317853
m264M_16444,2.0,0.0,5.0,12.0,4.0,3.0,1.0,4.0,2.0,7.0,10.0,1.0,0.0,0.0,1.0,19.0,2.0,7.0,6.0,2.0,2.0,3.0,5.0,7.0,2.0,3.0,0.0,0.0,0.0,317.3959001782532,800.6878074866313
m264M_16445,0.0,0.0,0.0,22.0,5.0,2.0,5.0,10.0,75.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,5.0,2.0,37.0,0.0,0.0,2.0,0.0,0.0,1032.845780893953,299.74567572304994
m264M_16456,0.0,4.0,0.0,5.0,0.0,1.0,0.0,5.0,2.0,7.0,2.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,3.0,1.0,1.0,2.0,9.0,17.0,1.0,0.0,1.0,0.0,0.0,1073.8619193786983,716.1253291420119
m264M_16458,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,741.6068911237427,512.5476082203761
m264M_16465,3.0,0.0,1.0,23.0,24.0,4.0,6.0,14.0,110.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,13.0,11.0,2.0,2.0,8.0,1.0,99.0,10.0,1.0,0.0,0.0,0.0,913.3861747046292,336.9461243463103
m264M_16469,1.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,12.0,11.0,0.0,1.0,0.0,2.0,37.0,0.0,1.0,7.0,0.0,8.0,2.0,5.0,25.0,2.0,0.0,1.0,0.0,0.0,372.6192288288289,1032.4415711711713
m264M_16473,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,506.2812283798095,338.77270737733846
m264M_16480,2.0,5.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,12.0,11.0,1.0,0.0,0.0,0.0,26.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,26.0,1.0,0.0,0.0,0.0,0.0,1116.3962951191827,602.315959137344
m264M_16482,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,15.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,859.8628571428573,226.94352380952384
m264M_16499,2.0,1.0,0.0,1.0,2.0,3.0,0.0,5.0,0.0,6.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,6.0,0.0,0.0,1.0,1.0,0.0,467.52674220963166,1065.6835694050992
m264M_16501,0.0,0.0,1.0,13.0,9.0,3.0,1.0,7.0,0.0,162.0,1.0,52.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,14.0,9.0,36.0,0.0,1.0,0.0,2.0,1121.0401922890162,900.2842400699234
m264M_16507,2.0,0.0,7.0,8.0,4.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,321.9363641364137,893.2086688668868
m264M_16513,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,967.5740318199456,706.1324873884363
m264M_16525,0.0,0.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.64894502228827,487.63731946508176
m264M_16529,1.0,1.0,0.0,22.0,33.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,7.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1101.77837394958,494.5542142857144
m264M_16540,1.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,2.0,3.0,0.0,3.0,2.0,1.0,675.9389156307856,584.1720179846601
m264M_16547,1.0,1.0,0.0,7.0,8.0,0.0,1.0,6.0,1.0,4.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,1.0,0.0,1.0,0.0,2.0,998.6263414634147,418.60048083623695
m264M_16551,0.0,0.0,2.0,5.0,3.0,2.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,1.0,4.0,0.0,1.0,287.6797153945666,703.5305459249678
m264M_16560,0.0,0.0,0.0,6.0,1.0,1.0,0.0,5.0,0.0,13.0,2.0,5.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,878.8093098524513,260.8719990480724
m264M_16573,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,589.928641251222,333.2609318996416
m264M_16575,5.0,0.0,3.0,1.0,5.0,2.0,97.0,24.0,5.0,57.0,1.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,19.0,7.0,8.0,14.0,67.0,5.0,19.0,0.0,1.0,0.0,658.7893269708717,376.43863803559
m264M_16595,2.0,1.0,0.0,13.0,17.0,15.0,5.0,8.0,0.0,44.0,89.0,4.0,0.0,1.0,0.0,56.0,0.0,157.0,43.0,1.0,5.0,27.0,78.0,46.0,7.0,1.0,0.0,0.0,7.0,494.15698428398736,799.5136696340257
m264M_16598,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,519.4546607669616,486.8412487708949
m264M_16600,0.0,3.0,0.0,3.0,3.0,0.0,2.0,6.0,0.0,9.0,28.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,11.0,34.0,0.0,1.0,0.0,0.0,0.0,795.3106801399146,186.2814069179946
m264M_16610,0.0,0.0,0.0,6.0,7.0,4.0,0.0,2.0,1.0,55.0,16.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,10.0,8.0,26.0,1.0,1.0,19.0,0.0,9.0,0.0,8.0,0.0,761.1237612107624,422.4652634529148
m264M_16616,5.0,1.0,1.0,48.0,20.0,9.0,5.0,4.0,3.0,23.0,93.0,29.0,0.0,1.0,3.0,242.0,1.0,13.0,8.0,2.0,0.0,16.0,17.0,30.0,48.0,0.0,0.0,0.0,33.0,105.05806009095652,983.5468754193694
m264M_16621,6.0,0.0,0.0,37.0,27.0,12.0,0.0,3.0,4.0,12.0,68.0,5.0,5.0,0.0,0.0,122.0,0.0,8.0,1.0,0.0,1.0,1.0,37.0,23.0,2.0,0.0,0.0,0.0,4.0,279.25971306317643,666.2736446010573
m264M_16650,0.0,3.0,2.0,12.0,24.0,7.0,7.0,70.0,7.0,116.0,3.0,10.0,6.0,0.0,3.0,2.0,0.0,135.0,0.0,0.0,4.0,2.0,2.0,95.0,1.0,1.0,0.0,0.0,0.0,798.230334629035,348.0430978536421
m264M_16652,1.0,1.0,0.0,7.0,1.0,8.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,116.41796592119276,1077.4150372736954
m264M_16655,0.0,2.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0,6.0,0.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,1056.2133003844042,211.6522899505766
m264M_16664,2.0,0.0,1.0,5.0,8.0,0.0,0.0,1.0,0.0,32.0,1.0,9.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,15.0,0.0,5.0,0.0,0.0,1152.6170438548995,1042.714028153763
m264M_16665,1.0,0.0,0.0,4.0,1.0,4.0,1.0,2.0,0.0,33.0,2.0,15.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,1080.843582515046,891.5597751029459
m264M_16667,1.0,0.0,10.0,12.0,6.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,571.4421086077413,852.6090699017909
m264M_16673,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,107.60760563380282,507.3971227364185
m264M_16685,2.0,0.0,1.0,3.0,4.0,0.0,4.0,14.0,1.0,17.0,0.0,8.0,0.0,0.0,0.0,14.0,1.0,4.0,1.0,0.0,2.0,13.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,706.1163099146422,932.6891639308384
m264M_16694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,165.21484300666037,240.2122042499208
m264M_16695,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,454.2236430712474,1075.6624302513258
m264M_16697,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,437.899396151294,280.7425481088256
m264M_16698,2.0,0.0,1.0,6.0,10.0,2.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,5.0,4.0,0.0,1.0,0.0,0.0,146.9331461988304,891.1757159565582
m264M_16704,1.0,0.0,2.0,7.0,5.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,30.0,0.0,0.0,3.0,0.0,0.0,1108.9350798722046,265.1874036208733
m264M_16706,3.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,383.7590169014085,304.61562816901414
m264M_16714,10.0,2.0,2.0,10.0,11.0,11.0,9.0,13.0,3.0,93.0,11.0,24.0,0.0,0.0,1.0,7.0,1.0,10.0,3.0,0.0,2.0,6.0,53.0,14.0,42.0,0.0,0.0,0.0,0.0,979.6225198796476,809.6337857296367
m264M_16715,2.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,363.2135007688365,1071.9268477703745
m264M_16717,0.0,1.0,0.0,5.0,1.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,127.03013888888889,830.4879166666667
m264M_16719,2.0,0.0,1.0,17.0,24.0,11.0,1.0,2.0,2.0,104.0,29.0,7.0,1.0,1.0,1.0,31.0,3.0,120.0,82.0,13.0,29.0,6.0,27.0,38.0,5.0,3.0,0.0,8.0,1.0,545.6972273236281,686.6317491601344
m264M_16725,0.0,0.0,4.0,8.0,2.0,1.0,0.0,4.0,2.0,23.0,0.0,64.0,0.0,0.0,0.0,9.0,8.0,1.0,1.0,1.0,0.0,3.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,997.9344108373232,503.0977507882752
m264M_16727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.3622995031937,151.0507452093684
m264M_16729,1.0,0.0,0.0,5.0,0.0,1.0,5.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,352.79997400909684,1046.0523543426468
m264M_16740,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,13.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,852.9369835369092,1074.1451938396176
m264M_16742,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,884.6134965473949,826.3326804770873
m264M_16744,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.315264301231,366.38150615496016
m264M_16750,2.0,0.0,0.0,5.0,7.0,3.0,4.0,40.0,0.0,106.0,1.0,35.0,0.0,0.0,0.0,7.0,0.0,87.0,18.0,0.0,37.0,5.0,1.0,56.0,1.0,2.0,0.0,0.0,0.0,463.6476861671799,436.0944782757441
m264M_16757,1.0,0.0,3.0,10.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,373.14895674300254,711.0381396663838
m264M_16758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,705.1986172006746,324.485784148398
m264M_16763,5.0,0.0,0.0,53.0,13.0,27.0,1.0,10.0,2.0,41.0,57.0,16.0,0.0,0.0,0.0,167.0,0.0,11.0,4.0,0.0,1.0,4.0,41.0,21.0,56.0,3.0,0.0,0.0,2.0,316.1827814965336,898.3318885967011
m264M_16773,0.0,1.0,0.0,13.0,4.0,7.0,0.0,1.0,2.0,9.0,12.0,10.0,0.0,0.0,0.0,57.0,0.0,2.0,1.0,0.0,0.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,273.3322186217326,890.6301577014475
m264M_16774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,126.00721980595516,287.0359986617598
m264M_16775,2.0,1.0,0.0,6.0,7.0,10.0,7.0,6.0,4.0,114.0,3.0,55.0,0.0,0.0,0.0,14.0,5.0,7.0,1.0,0.0,2.0,2.0,48.0,7.0,52.0,0.0,0.0,0.0,1.0,936.7423349996836,940.7124875023728
m264M_16776,3.0,2.0,0.0,8.0,10.0,8.0,5.0,6.0,1.0,51.0,63.0,2.0,0.0,0.0,2.0,34.0,1.0,208.0,73.0,1.0,1.0,20.0,55.0,66.0,3.0,0.0,0.0,0.0,1.0,574.8672035601494,782.300987654321
m264M_16780,1.0,0.0,1.0,4.0,1.0,2.0,0.0,3.0,1.0,52.0,0.0,13.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,4.0,7.0,4.0,17.0,0.0,0.0,0.0,0.0,1022.007898527005,927.5737381342065
m264M_16781,22.0,1.0,4.0,27.0,5.0,48.0,0.0,2.0,7.0,4.0,6.0,52.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,111.0,7.0,3.0,62.0,3.0,1.0,0.0,0.0,1.0,321.07432034435885,479.0094426823744
m264M_16788,6.0,0.0,6.0,49.0,76.0,12.0,7.0,110.0,4.0,24.0,2.0,6.0,90.0,1.0,183.0,6.0,0.0,3.0,6.0,10.0,5.0,5.0,6.0,178.0,10.0,9.0,4.0,1.0,1.0,1000.3612005108556,250.49103448275864
m264M_16794,0.0,0.0,0.0,5.0,0.0,2.0,0.0,6.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,581.0583444338725,239.25689819219792
m264M_16798,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,10.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,936.835801581596,792.590196501318
m264M_16802,0.0,0.0,2.0,29.0,15.0,4.0,3.0,7.0,6.0,12.0,21.0,4.0,0.0,0.0,0.0,82.0,0.0,5.0,4.0,2.0,0.0,5.0,10.0,1.0,21.0,0.0,0.0,0.0,0.0,289.39455361859484,737.0918621236134
m264M_16817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,395.3115814696486,1064.9
